Year,Variable,Month,Value
2020,Net Foreign Assets_DMBs  ,August,3262.18
2020,Net Foreign Assets_BOG  ,August,17030.75
2020,Net Foreign Assets  ,August,20292.93
2019,Money Supply_Total Liquidity (M2+)  ,August,82381.98
2019,Money Supply_Broad Money (M2)  ,August,62231.49
2019,Money Supply_ Narrow Money  (M1)  ,August,38149.24
2019,Money Supply_Reserve Money (RM)  ,August,22848.62
2019,Total Liabilities of the Bankning System  ,August,82381.98
2019,Money Supply Component_Foreign currency deposits  ,August,20150.49
2019,Money Supply Component_Savings & Time deposits  ,August,24082.25
2019,Money Supply Component_Currency outside banks  ,August,11329.66
2019,Money Supply Component_Demand deposits  ,August,26819.58
2019,Total Assets of the Banking System   ,August,82381.98
2019,Net Domestic Assets_Other Items (net)  ,August,-8511.8
2019,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,August,43265.5
2019,Net Domestic Assets_Govt. Deposits  ,August,16823.6
2019,Net Domestic Assets_Claims on Govt.  ,August,45771.21
2019,Net Domestic Assets  ,August,63701.3
2019,Net Foreign Assets_DMBs  ,August,503.32
2019,Net Foreign Assets_BOG  ,August,18177.36
2019,Net Foreign Assets  ,August,18680.68
2018,Money Supply_Total Liquidity (M2+)  ,August,73665.72
2018,Money Supply_ Narrow Money  (M1)  ,August,33383.01
2018,Money Supply_Broad Money (M2)  ,August,56830.77
2018,Money Supply_Reserve Money (RM)  ,August,19867.74
2018,Total Liabilities of the Bankning System  ,August,73665.72
2018,Money Supply Component_Foreign currency deposits  ,August,16834.95
2018,Money Supply Component_Savings & Time deposits  ,August,23447.76
2018,Money Supply Component_Demand deposits  ,August,23707.02
2018,Money Supply Component_Currency outside banks  ,August,9675.99
2018,Total Assets of the Banking System   ,August,73665.72
2018,Net Domestic Assets_Other Items (net)  ,August,-4079.78
2018,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,August,36699.8
2018,Net Domestic Assets_Govt. Deposits  ,August,11911.83
2018,Net Domestic Assets_Claims on Govt.  ,August,34823.85
2018,Net Domestic Assets  ,August,55532.04
2018,Net Foreign Assets_DMBs  ,August,2852.25
2018,Net Foreign Assets_BOG  ,August,15281.43
2018,Net Foreign Assets  ,August,18133.68
2017,Money Supply_Total Liquidity (M2+)  ,August,59845.3
2017,Money Supply_ Narrow Money  (M1)  ,August,26152.07
2017,Money Supply_Broad Money (M2)  ,August,45619.31
2017,Money Supply_Reserve Money (RM)  ,August,17393.97
2017,Total Liabilities of the Bankning System  ,August,59845.3
2017,Money Supply Component_Foreign currency deposits  ,August,14225.98
2017,Money Supply Component_Savings & Time deposits  ,August,19467.24
2017,Money Supply Component_Demand deposits  ,August,17427.34
2017,Money Supply Component_Currency outside banks  ,August,8724.73
2017,Total Assets of the Banking System   ,August,59845.3
2017,Net Domestic Assets_Other Items (net)  ,August,-7012.22
2017,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,August,42697.26
2017,Net Domestic Assets_Govt. Deposits  ,August,9905.25
2017,Net Domestic Assets_Claims on Govt.  ,August,22589.97
2017,Net Domestic Assets  ,August,41462.93
2017,Net Foreign Assets_DMBs  ,August,2847.03
2017,Net Foreign Assets_BOG  ,August,15535.34
2017,Net Foreign Assets  ,August,18382.36
2023,Money Supply_Total Liquidity (M2+)  ,September,0
2023,Money Supply_ Narrow Money  (M1)  ,September,0
2023,Money Supply_Broad Money (M2)  ,September,0
2023,Money Supply_Reserve Money (RM)  ,September,0
2023,Total Liabilities of the Bankning System  ,September,0
2023,Money Supply Component_Foreign currency deposits  ,September,0
2023,Money Supply Component_Demand deposits  ,September,0
2023,Money Supply Component_Savings & Time deposits  ,September,0
2023,Money Supply Component_Currency outside banks  ,September,0
2023,Total Assets of the Banking System   ,September,0
2023,Net Domestic Assets_Other Items (net)  ,September,0
2023,Net Domestic Assets_Govt. Deposits  ,September,0
2023,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,September,0
2023,Net Domestic Assets_Claims on Govt.  ,September,0
2023,Net Foreign Assets_BOG  ,September,0
2023,Net Foreign Assets_DMBs  ,September,0
2023,Net Domestic Assets  ,September,0
2023,Net Foreign Assets  ,September,0
2022,Total Assets of the Banking System   ,September,160157.59
2022,Net Domestic Assets_Other Items (net)  ,September,-10283.04
2022,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,September,78157
2022,Net Domestic Assets_Govt. Deposits  ,September,8119.5
2022,Net Domestic Assets_Claims on Govt.  ,September,117068.42
2022,Money Supply_Total Liquidity (M2+)  ,September,160157.59
2022,Money Supply_Broad Money (M2)  ,September,110613.58
2022,Money Supply_ Narrow Money  (M1)  ,September,69671.98
2022,Money Supply_Reserve Money (RM)  ,September,53503.9
2022,Total Liabilities of the Bankning System  ,September,160157.59
2022,Money Supply Component_Foreign currency deposits  ,September,49544.01
2022,Money Supply Component_Savings & Time deposits  ,September,40941.6
2022,Money Supply Component_Demand deposits  ,September,45885.89
2022,Money Supply Component_Currency outside banks  ,September,23786.09
2022,Net Domestic Assets  ,September,176822.88
2022,Net Foreign Assets_BOG  ,September,-16871.08
2022,Net Foreign Assets_DMBs  ,September,205.79
2022,Net Foreign Assets  ,September,-16665.29
2021,Money Supply_Total Liquidity (M2+)  ,September,124596.6
2021,Money Supply_Broad Money (M2)  ,September,96838.7
2021,Money Supply_ Narrow Money  (M1)  ,September,61153.92
2021,Total Liabilities of the Bankning System  ,September,124596.6
2021,Money Supply_Reserve Money (RM)  ,September,39156.13
2021,Money Supply Component_Savings & Time deposits  ,September,35684.78
2021,Money Supply Component_Foreign currency deposits  ,September,27757.9
2021,Money Supply Component_Demand deposits  ,September,42341.55
2021,Money Supply Component_Currency outside banks  ,September,18812.37
2021,Total Assets of the Banking System   ,September,124596.6
2021,Net Domestic Assets_Other Items (net)  ,September,-26879.17
2021,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,September,58627.96
2021,Net Domestic Assets_Claims on Govt.  ,September,98107.94
2021,Net Domestic Assets_Govt. Deposits  ,September,20459.64
2021,Net Domestic Assets  ,September,109397.09
2021,Net Foreign Assets_BOG  ,September,16504.31
2021,Net Foreign Assets_DMBs  ,September,-1304.8
2021,Net Foreign Assets  ,September,15199.51
2020,Money Supply_Broad Money (M2)  ,September,84864.02
2020,Money Supply_Total Liquidity (M2+)  ,September,109134.38
2020,Money Supply_Reserve Money (RM)  ,September,30338.05
2020,Money Supply_ Narrow Money  (M1)  ,September,52738.45
2020,Total Liabilities of the Bankning System  ,September,109134.38
2020,Money Supply Component_Foreign currency deposits  ,September,24270.36
2020,Money Supply Component_Savings & Time deposits  ,September,32125.57
2020,Money Supply Component_Demand deposits  ,September,36332.24
2020,Total Assets of the Banking System   ,September,109134.38
2020,Money Supply Component_Currency outside banks  ,September,16406.21
2020,Net Domestic Assets_Other Items (net)  ,September,-22425.1
2020,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,September,51165.31
2020,Net Domestic Assets_Govt. Deposits  ,September,15192.31
2020,Net Domestic Assets  ,September,89828.09
2020,Net Domestic Assets_Claims on Govt.  ,September,76280.18
2020,Net Foreign Assets_DMBs  ,September,2748.81
2020,Net Foreign Assets_BOG  ,September,16557.47
2020,Net Foreign Assets  ,September,19306.29
2019,Money Supply_Total Liquidity (M2+)  ,September,85873.08
2019,Money Supply_Broad Money (M2)  ,September,64951.98
2019,Money Supply_ Narrow Money  (M1)  ,September,40091.32
2019,Money Supply_Reserve Money (RM)  ,September,23027.84
2019,Total Liabilities of the Bankning System  ,September,85873.08
2019,Money Supply Component_Foreign currency deposits  ,September,20921.1
2019,Money Supply Component_Savings & Time deposits  ,September,24860.66
2019,Money Supply Component_Currency outside banks  ,September,11419.94
2019,Money Supply Component_Demand deposits  ,September,28671.38
2019,Total Assets of the Banking System   ,September,85873.08
2019,Net Domestic Assets_Other Items (net)  ,September,-9098.14
2019,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,September,44447.88
2019,Net Domestic Assets_Govt. Deposits  ,September,13000.25
2019,Net Domestic Assets_Claims on Govt.  ,September,46129.47
2019,Net Domestic Assets  ,September,68478.96
2019,Net Foreign Assets_DMBs  ,September,790.44
2019,Net Foreign Assets_BOG  ,September,16603.68
2019,Net Foreign Assets  ,September,17394.12
2018,Money Supply_Total Liquidity (M2+)  ,September,73821.71
2018,Money Supply_ Narrow Money  (M1)  ,September,33067.36
2018,Money Supply_Broad Money (M2)  ,September,56733.19
2018,Money Supply_Reserve Money (RM)  ,September,20196.06
2018,Total Liabilities of the Bankning System  ,September,73821.71
2018,Money Supply Component_Foreign currency deposits  ,September,17088.52
2018,Money Supply Component_Savings & Time deposits  ,September,23665.83
2018,Money Supply Component_Demand deposits  ,September,23319.6
2018,Money Supply Component_Currency outside banks  ,September,9747.76
2018,Total Assets of the Banking System   ,September,73821.71
2018,Net Domestic Assets_Other Items (net)  ,September,-4630.4
2018,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,September,37593.13
2018,Net Domestic Assets_Govt. Deposits  ,September,13127.95
2018,Net Domestic Assets_Claims on Govt.  ,September,36911.37
2018,Net Domestic Assets  ,September,56746.16
2018,Net Foreign Assets_DMBs  ,September,1823.97
2018,Net Foreign Assets_BOG  ,September,15251.58
2018,Net Foreign Assets  ,September,17075.55
2017,Money Supply_Total Liquidity (M2+)  ,September,59491.1
2017,Money Supply_ Narrow Money  (M1)  ,September,25503.31
2017,Money Supply_Broad Money (M2)  ,September,45282.59
2017,Money Supply_Reserve Money (RM)  ,September,17321.66
2017,Total Liabilities of the Bankning System  ,September,59491.1
2017,Money Supply Component_Foreign currency deposits  ,September,14208.51
2017,Money Supply Component_Savings & Time deposits  ,September,19779.27
2017,Money Supply Component_Demand deposits  ,September,16915.55
2017,Money Supply Component_Currency outside banks  ,September,8587.76
2017,Total Assets of the Banking System   ,September,59491.1
2017,Net Domestic Assets_Other Items (net)  ,September,-6789.63
2017,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,September,43758.7
2017,Net Domestic Assets_Govt. Deposits  ,September,10875.79
2017,Net Domestic Assets_Claims on Govt.  ,September,22645.59
2017,Net Domestic Assets  ,September,41373.43
2017,Net Foreign Assets_DMBs  ,September,4040.18
2017,Net Foreign Assets_BOG  ,September,14077.48
2017,Net Foreign Assets  ,September,18117.66
2023,Money Supply_Total Liquidity (M2+)  ,October,0
2023,Money Supply_ Narrow Money  (M1)  ,October,0
2023,Money Supply_Broad Money (M2)  ,October,0
2023,Money Supply_Reserve Money (RM)  ,October,0
2023,Total Liabilities of the Bankning System  ,October,0
2023,Money Supply Component_Foreign currency deposits  ,October,0
2023,Money Supply Component_Demand deposits  ,October,0
2023,Money Supply Component_Savings & Time deposits  ,October,0
2023,Money Supply Component_Currency outside banks  ,October,0
2023,Total Assets of the Banking System   ,October,0
2023,Net Domestic Assets_Other Items (net)  ,October,0
2023,Net Domestic Assets_Govt. Deposits  ,October,0
2023,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,October,0
2023,Net Domestic Assets_Claims on Govt.  ,October,0
2023,Net Foreign Assets_BOG  ,October,0
2023,Net Foreign Assets_DMBs  ,October,0
2023,Net Domestic Assets  ,October,0
2023,Net Foreign Assets  ,October,0
2022,Total Assets of the Banking System   ,October,187659.2
2022,Net Domestic Assets_Other Items (net)  ,October,-2194.84
2022,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,October,88213.05
2022,Net Domestic Assets_Govt. Deposits  ,October,4252.43
2022,Net Domestic Assets_Claims on Govt.  ,October,125421.67
2022,Money Supply_Total Liquidity (M2+)  ,October,187659.2
2022,Money Supply_Broad Money (M2)  ,October,121790.71
2022,Money Supply_ Narrow Money  (M1)  ,October,79774.66
2022,Money Supply_Reserve Money (RM)  ,October,64737.95
2022,Total Liabilities of the Bankning System  ,October,187659.2
2022,Money Supply Component_Foreign currency deposits  ,October,65868.49
2022,Money Supply Component_Savings & Time deposits  ,October,42016.05
2022,Money Supply Component_Demand deposits  ,October,54100.59
2022,Money Supply Component_Currency outside banks  ,October,25674.07
2022,Net Domestic Assets  ,October,207187.45
2022,Net Foreign Assets_BOG  ,October,-21098.91
2022,Net Foreign Assets_DMBs  ,October,1570.66
2022,Net Foreign Assets  ,October,-19528.25
2021,Money Supply_Total Liquidity (M2+)  ,October,129231.01
2021,Money Supply_Broad Money (M2)  ,October,101128.67
2021,Money Supply_ Narrow Money  (M1)  ,October,63458.95
2021,Total Liabilities of the Bankning System  ,October,129231.01
2021,Money Supply_Reserve Money (RM)  ,October,39785.36
2021,Money Supply Component_Savings & Time deposits  ,October,37669.72
2021,Money Supply Component_Foreign currency deposits  ,October,28102.33
2021,Money Supply Component_Demand deposits  ,October,43921.14
2021,Money Supply Component_Currency outside banks  ,October,19537.81
2021,Total Assets of the Banking System   ,October,129231.01
2021,Net Domestic Assets_Other Items (net)  ,October,-26161.99
2021,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,October,60490.72
2021,Net Domestic Assets_Claims on Govt.  ,October,96914.76
2021,Net Domestic Assets_Govt. Deposits  ,October,17316.69
2021,Net Domestic Assets  ,October,113926.79
2021,Net Foreign Assets_BOG  ,October,17247.01
2021,Net Foreign Assets_DMBs  ,October,-1942.8
2021,Net Foreign Assets  ,October,15304.21
2020,Money Supply_Broad Money (M2)  ,October,87833.39
2020,Money Supply_Total Liquidity (M2+)  ,October,112859.69
2020,Money Supply_Reserve Money (RM)  ,October,31611.83
2020,Money Supply_ Narrow Money  (M1)  ,October,54502.47
2020,Total Liabilities of the Bankning System  ,October,112859.69
2020,Money Supply Component_Foreign currency deposits  ,October,25026.3
2020,Money Supply Component_Savings & Time deposits  ,October,33330.92
2020,Money Supply Component_Demand deposits  ,October,36793.2
2020,Total Assets of the Banking System   ,October,112859.69
2020,Money Supply Component_Currency outside banks  ,October,17709.26
2020,Net Domestic Assets_Other Items (net)  ,October,-22269.48
2020,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,October,52072.76
2020,Net Domestic Assets_Govt. Deposits  ,October,18160.83
2020,Net Domestic Assets  ,October,93850.43
2020,Net Domestic Assets_Claims on Govt.  ,October,82207.97
2020,Net Foreign Assets_DMBs  ,October,1515.61
2020,Net Foreign Assets_BOG  ,October,17493.65
2020,Net Foreign Assets  ,October,19009.26
2019,Money Supply_Total Liquidity (M2+)  ,October,86834.8
2019,Money Supply_Broad Money (M2)  ,October,67182.71
2019,Money Supply_ Narrow Money  (M1)  ,October,40725.39
2019,Money Supply_Reserve Money (RM)  ,October,25060.18
2019,Total Liabilities of the Bankning System  ,October,86834.8
2019,Money Supply Component_Foreign currency deposits  ,October,19652.09
2019,Money Supply Component_Savings & Time deposits  ,October,26457.32
2019,Money Supply Component_Currency outside banks  ,October,12298.19
2019,Money Supply Component_Demand deposits  ,October,28427.21
2019,Total Assets of the Banking System   ,October,86834.8
2019,Net Domestic Assets_Other Items (net)  ,October,-11304.19
2019,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,October,46017.07
2019,Net Domestic Assets_Govt. Deposits  ,October,11625
2019,Net Domestic Assets_Claims on Govt.  ,October,46081.26
2019,Net Domestic Assets  ,October,69169.14
2019,Net Foreign Assets_DMBs  ,October,9.27
2019,Net Foreign Assets_BOG  ,October,17656.39
2019,Net Foreign Assets  ,October,17665.66
2018,Money Supply_Total Liquidity (M2+)  ,October,74641.05
2018,Money Supply_ Narrow Money  (M1)  ,October,33211.44
2018,Money Supply_Broad Money (M2)  ,October,58307.85
2018,Money Supply_Reserve Money (RM)  ,October,19878.52
2018,Total Liabilities of the Bankning System  ,October,74641.05
2018,Money Supply Component_Foreign currency deposits  ,October,16333.2
2018,Money Supply Component_Savings & Time deposits  ,October,25096.41
2018,Money Supply Component_Demand deposits  ,October,22838.52
2018,Money Supply Component_Currency outside banks  ,October,10372.92
2018,Total Assets of the Banking System   ,October,74641.05
2018,Net Domestic Assets_Other Items (net)  ,October,-5453.68
2018,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,October,38435.52
2018,Net Domestic Assets_Govt. Deposits  ,October,11487.41
2018,Net Domestic Assets_Claims on Govt.  ,October,37563.53
2018,Net Domestic Assets  ,October,59057.96
2018,Net Foreign Assets_DMBs  ,October,2171.63
2018,Net Foreign Assets_BOG  ,October,13411.46
2018,Net Foreign Assets  ,October,15583.09
2017,Money Supply_Total Liquidity (M2+)  ,October,63669.19
2017,Money Supply_ Narrow Money  (M1)  ,October,29126.27
2017,Money Supply_Broad Money (M2)  ,October,49195.4
2017,Money Supply_Reserve Money (RM)  ,October,19067.83
2017,Total Liabilities of the Bankning System  ,October,63669.19
2017,Money Supply Component_Foreign currency deposits  ,October,14473.8
2017,Money Supply Component_Savings & Time deposits  ,October,20069.13
2017,Money Supply Component_Demand deposits  ,October,19936.71
2017,Money Supply Component_Currency outside banks  ,October,9189.56
2017,Total Assets of the Banking System   ,October,63669.19
2017,Net Domestic Assets_Other Items (net)  ,October,-7348.01
2017,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,October,43831.99
2017,Net Domestic Assets_Govt. Deposits  ,October,8729.19
2017,Net Domestic Assets_Claims on Govt.  ,October,22763.64
2017,Net Domestic Assets  ,October,45051.37
2017,Net Foreign Assets_DMBs  ,October,4210.14
2017,Net Foreign Assets_BOG  ,October,14407.68
2017,Net Foreign Assets  ,October,18617.82
2023,Money Supply_Total Liquidity (M2+)  ,November,0
2023,Money Supply_ Narrow Money  (M1)  ,November,0
2023,Money Supply_Broad Money (M2)  ,November,0
2023,Money Supply_Reserve Money (RM)  ,November,0
2023,Total Liabilities of the Bankning System  ,November,0
2023,Money Supply Component_Foreign currency deposits  ,November,0
2023,Money Supply Component_Demand deposits  ,November,0
2023,Money Supply Component_Savings & Time deposits  ,November,0
2023,Money Supply Component_Currency outside banks  ,November,0
2023,Total Assets of the Banking System   ,November,0
2023,Net Domestic Assets_Other Items (net)  ,November,0
2023,Net Domestic Assets_Govt. Deposits  ,November,0
2023,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,November,0
2023,Net Domestic Assets_Claims on Govt.  ,November,0
2023,Net Foreign Assets_BOG  ,November,0
2023,Net Foreign Assets_DMBs  ,November,0
2023,Net Domestic Assets  ,November,0
2023,Net Foreign Assets  ,November,0
2022,Total Assets of the Banking System   ,November,194979.44
2022,Net Domestic Assets_Other Items (net)  ,November,-3293.72
2022,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,November,89004.04
2022,Net Domestic Assets_Govt. Deposits  ,November,-7420.22
2022,Net Domestic Assets_Claims on Govt.  ,November,126295.74
2022,Money Supply_Total Liquidity (M2+)  ,November,194979.44
2022,Money Supply_Broad Money (M2)  ,November,128482.81
2022,Money Supply_ Narrow Money  (M1)  ,November,82207.57
2022,Money Supply_Reserve Money (RM)  ,November,65615
2022,Total Liabilities of the Bankning System  ,November,194979.44
2022,Money Supply Component_Foreign currency deposits  ,November,66496.63
2022,Money Supply Component_Savings & Time deposits  ,November,46275.25
2022,Money Supply Component_Demand deposits  ,November,52732.92
2022,Money Supply Component_Currency outside banks  ,November,29474.64
2022,Net Domestic Assets  ,November,219426.28
2022,Net Foreign Assets_BOG  ,November,-31490.12
2022,Net Foreign Assets_DMBs  ,November,7043.28
2022,Net Foreign Assets  ,November,-24446.84
2021,Money Supply_Total Liquidity (M2+)  ,November,131645.92
2021,Money Supply_Broad Money (M2)  ,November,102961.93
2021,Money Supply_ Narrow Money  (M1)  ,November,65974.99
2021,Total Liabilities of the Bankning System  ,November,131645.92
2021,Money Supply_Reserve Money (RM)  ,November,40353.04
2021,Money Supply Component_Savings & Time deposits  ,November,36986.94
2021,Money Supply Component_Foreign currency deposits  ,November,28684
2021,Money Supply Component_Demand deposits  ,November,46467.01
2021,Money Supply Component_Currency outside banks  ,November,19507.98
2021,Total Assets of the Banking System   ,November,131645.92
2021,Net Domestic Assets_Other Items (net)  ,November,-24080.63
2021,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,November,61295.52
2021,Net Domestic Assets_Claims on Govt.  ,November,97702.04
2021,Net Domestic Assets_Govt. Deposits  ,November,13478.78
2021,Net Domestic Assets  ,November,121438.15
2021,Net Foreign Assets_BOG  ,November,13208.55
2021,Net Foreign Assets_DMBs  ,November,-3000.78
2021,Net Foreign Assets  ,November,10207.77
2020,Money Supply_Broad Money (M2)  ,November,91709.61
2020,Money Supply_Total Liquidity (M2+)  ,November,116597.74
2020,Money Supply_Reserve Money (RM)  ,November,33258.84
2020,Money Supply_ Narrow Money  (M1)  ,November,58162.71
2020,Total Liabilities of the Bankning System  ,November,116597.74
2020,Money Supply Component_Foreign currency deposits  ,November,24888.13
2020,Money Supply Component_Savings & Time deposits  ,November,33546.9
2020,Money Supply Component_Demand deposits  ,November,38862.41
2020,Total Assets of the Banking System   ,November,116597.74
2020,Money Supply Component_Currency outside banks  ,November,19300.3
2020,Net Domestic Assets_Other Items (net)  ,November,-23508.65
2020,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,November,54463.58
2020,Net Domestic Assets_Govt. Deposits  ,November,15377.35
2020,Net Domestic Assets  ,November,99627.41
2020,Net Domestic Assets_Claims on Govt.  ,November,84049.83
2020,Net Foreign Assets_DMBs  ,November,1993.22
2020,Net Foreign Assets_BOG  ,November,14977.11
2020,Net Foreign Assets  ,November,16970.33
2019,Money Supply_Total Liquidity (M2+)  ,November,89750.09
2019,Money Supply_Broad Money (M2)  ,November,68687.05
2019,Money Supply_ Narrow Money  (M1)  ,November,42438.98
2019,Money Supply_Reserve Money (RM)  ,November,25304.36
2019,Total Liabilities of the Bankning System  ,November,89750.09
2019,Money Supply Component_Foreign currency deposits  ,November,21063.04
2019,Money Supply Component_Savings & Time deposits  ,November,26248.07
2019,Money Supply Component_Currency outside banks  ,November,13179.57
2019,Money Supply Component_Demand deposits  ,November,29259.41
2019,Total Assets of the Banking System   ,November,89750.09
2019,Net Domestic Assets_Other Items (net)  ,November,-11948.81
2019,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,November,47290.13
2019,Net Domestic Assets_Govt. Deposits  ,November,9662.62
2019,Net Domestic Assets_Claims on Govt.  ,November,46486.4
2019,Net Domestic Assets  ,November,72165.1
2019,Net Foreign Assets_DMBs  ,November,238.07
2019,Net Foreign Assets_BOG  ,November,17346.92
2019,Net Foreign Assets  ,November,17584.99
2018,Money Supply_Total Liquidity (M2+)  ,November,75899.85
2018,Money Supply_ Narrow Money  (M1)  ,November,34287.05
2018,Money Supply_Broad Money (M2)  ,November,59776.49
2018,Money Supply_Reserve Money (RM)  ,November,20936.32
2018,Total Liabilities of the Bankning System  ,November,75899.85
2018,Money Supply Component_Foreign currency deposits  ,November,16123.36
2018,Money Supply Component_Savings & Time deposits  ,November,25489.44
2018,Money Supply Component_Demand deposits  ,November,23110.4
2018,Money Supply Component_Currency outside banks  ,November,11176.65
2018,Total Assets of the Banking System   ,November,75899.85
2018,Net Domestic Assets_Other Items (net)  ,November,-4671.25
2018,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,November,38598.13
2018,Net Domestic Assets_Govt. Deposits  ,November,11009.74
2018,Net Domestic Assets_Claims on Govt.  ,November,38111.05
2018,Net Domestic Assets  ,November,61028.2
2018,Net Foreign Assets_DMBs  ,November,1497.73
2018,Net Foreign Assets_BOG  ,November,13373.93
2018,Net Foreign Assets  ,November,14871.65
2017,Money Supply_Total Liquidity (M2+)  ,November,63696.51
2017,Money Supply_ Narrow Money  (M1)  ,November,28652.13
2017,Money Supply_Broad Money (M2)  ,November,49388.18
2017,Money Supply_Reserve Money (RM)  ,November,20062.66
2017,Total Liabilities of the Bankning System  ,November,63696.51
2017,Money Supply Component_Foreign currency deposits  ,November,14308.33
2017,Money Supply Component_Savings & Time deposits  ,November,20736.04
2017,Money Supply Component_Demand deposits  ,November,18782.65
2017,Money Supply Component_Currency outside banks  ,November,9869.49
2017,Total Assets of the Banking System   ,November,63696.51
2017,Net Domestic Assets_Other Items (net)  ,November,-7734.89
2017,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,November,42840.64
2017,Net Domestic Assets_Govt. Deposits  ,November,8433.02
2017,Net Domestic Assets_Claims on Govt.  ,November,23770.12
2017,Net Domestic Assets  ,November,44705.19
2017,Net Foreign Assets_DMBs  ,November,2532.37
2017,Net Foreign Assets_BOG  ,November,16458.95
2017,Net Foreign Assets  ,November,18991.32
2023,Money Supply_Total Liquidity (M2+)  ,December,0
2023,Money Supply_ Narrow Money  (M1)  ,December,0
2023,Money Supply_Broad Money (M2)  ,December,0
2023,Money Supply_Reserve Money (RM)  ,December,0
2023,Total Liabilities of the Bankning System  ,December,0
2023,Money Supply Component_Foreign currency deposits  ,December,0
2023,Money Supply Component_Demand deposits  ,December,0
2023,Money Supply Component_Savings & Time deposits  ,December,0
2023,Money Supply Component_Currency outside banks  ,December,0
2023,Total Assets of the Banking System   ,December,0
2023,Net Domestic Assets_Other Items (net)  ,December,0
2023,Net Domestic Assets_Govt. Deposits  ,December,0
2023,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,December,0
2023,Net Domestic Assets_Claims on Govt.  ,December,0
2023,Net Foreign Assets_BOG  ,December,0
2023,Net Foreign Assets_DMBs  ,December,0
2023,Net Domestic Assets  ,December,0
2023,Net Foreign Assets  ,December,0
2022,Total Assets of the Banking System   ,December,180266.84
2022,Net Domestic Assets_Other Items (net)  ,December,-7058.82
2022,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,December,76905.03
2022,Net Domestic Assets_Govt. Deposits  ,December,-3660.25
2022,Net Domestic Assets_Claims on Govt.  ,December,118894.09
2022,Money Supply_Total Liquidity (M2+)  ,December,180266.84
2022,Money Supply_Broad Money (M2)  ,December,135142.49
2022,Money Supply_ Narrow Money  (M1)  ,December,88484.18
2022,Money Supply_Reserve Money (RM)  ,December,68103.84
2022,Total Liabilities of the Bankning System  ,December,180266.84
2022,Money Supply Component_Foreign currency deposits  ,December,45124.35
2022,Money Supply Component_Savings & Time deposits  ,December,46658.31
2022,Money Supply Component_Demand deposits  ,December,57063.53
2022,Money Supply Component_Currency outside banks  ,December,31420.65
2022,Net Domestic Assets  ,December,192400.54
2022,Net Foreign Assets_BOG  ,December,-19300.17
2022,Net Foreign Assets_DMBs  ,December,7166.46
2022,Net Foreign Assets  ,December,-12133.7
2021,Money Supply_Total Liquidity (M2+)  ,December,135555.75
2021,Money Supply_Broad Money (M2)  ,December,105737.27
2021,Money Supply_ Narrow Money  (M1)  ,December,69389.31
2021,Total Liabilities of the Bankning System  ,December,135555.75
2021,Money Supply_Reserve Money (RM)  ,December,43244.9
2021,Money Supply Component_Savings & Time deposits  ,December,36347.96
2021,Money Supply Component_Foreign currency deposits  ,December,29818.48
2021,Money Supply Component_Demand deposits  ,December,47615.41
2021,Money Supply Component_Currency outside banks  ,December,21773.9
2021,Total Assets of the Banking System   ,December,135555.75
2021,Net Domestic Assets_Other Items (net)  ,December,-9551.34
2021,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,December,62261.47
2021,Net Domestic Assets_Claims on Govt.  ,December,97437.16
2021,Net Domestic Assets_Govt. Deposits  ,December,22122.89
2021,Net Domestic Assets  ,December,128024.4
2021,Net Foreign Assets_BOG  ,December,8247.02
